DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007190044,04.04.2008,-23.3485,141.51,QLD,,2007190044002 Fine,lt110,BOS,52681,3.3,456.3,0.11,5375,0.1,0.02,47.74,16.1,58,2.1,16.8,14.7,200,25241,11.1,0.04,0.01,7247,21.51,7,3304,720,0.7,0.28,6217,9.2,21,12.2,336,12.14,8.57,5.48,34,0.4,0.05,10.7,0.05,361165,5.166,1.1,0.55,210,0.67,0.796,0.02,6.71,5825,0.1,0.2,1.99,76.9,1,28.6,2.837,50.6,34,512.6,13.3,7,6.645,228,30.63,39.66,29.71,4.9
geochem,2007190048,09.05.2008,-21.7283,117.2566,WA,,2007190048002 Fine,lt111,BOS,74308,17.6,311.1,0.37,17482,0.1,0.06,63.61,24.7,132.5,5.7,53,46.4,440,111121,17.9,0.54,0.02,12983,28.48,14.8,11342,945,1.3,0.85,1899,12,53,46.2,323,22.17,18.9,6.05,86.6,1.9,0.72,17.4,0.2,240057,4.836,2.5,1.7,86.9,1.05,0.819,0.09,13.45,5232,0.31,0.2,2.67,138.6,1.7,30.1,3.177,61.5,49.6,229,13.9,8.5,8.335,133.65,31.98,42.77,25.25,11.4
geochem,2007190050,05.04.2008,-20.5204,118.4963,WA,2007191481,2007190050002 Fine,lt112,BOS,64485,5.8,539.9,0.4,4038,0.1,0.01,66.16,10.9,210.5,4.76,22,20.8,180,31382,15.9,0.04,0.02,21782,34.13,13.8,2581,364,0.8,0.5,9229,15.5,44.5,37.9,188,20.72,14.5,7.1,129.8,0.4,0.29,12.1,0.08,351676,5.613,3.9,1.27,75,1.76,1.037,0.02,22.3,4776,0.19,0.1,5.17,63.9,1.3,44.9,5.047,35.6,36.4,710.9,8.3,7,6.0775,5.0725,83.29,10.97,5.74,2.2
geochem,2007190051,02.11.2007,-27.0168,149.6649,QLD,,2007190051002 Fine,lt113,BOS,38035,3.6,349,0.18,2459,0.2,0.01,61.89,13.5,74.2,1.94,10.6,5.04,180,18814,9.1,0.04,0.01,6616,29.56,4.2,1501,410,0.8,0.43,4437,16.2,12.7,10,266,12.24,6.35,6.83,34.8,0.4,0.05,14.2,0.04,392331,5.785,1.6,0.47,98.1,1.17,0.899,0.07,12.26,7917,0.06,0.1,3.42,70.7,1.8,39.2,4.632,30.4,17.9,1430.8,5.3,7,6.375,12.26,69.64,21.73,8.63,2.6
geochem,2007190052,19.02.2008,-34.0724,119.5498,WA,,2007190052002 Fine,lt114,BOS,74023,7.9,427,0.17,2559,0.1,0.01,180.42,6.6,83.1,1.98,19,14.9,540,29704,19,0.04,0.01,18378,80.51,14.2,5107,116,1.8,0.88,10201,14.9,22.2,14.4,157,28.74,22.4,17.11,82.8,0.4,0.04,12.9,0.44,313976,10.82,1.5,0.62,73,1.16,1.287,0.07,32.21,5556,0.09,0.3,6.22,90.5,0.9,42.6,3.288,28.3,16.6,594.2,17.9,6,5.11,3190,47.19,44.35,8.46,8.2
geochem,2007190053,04.09.2007,-33.6715,148.5422,NSW,,2007190053002 Fine,lt115,BOS,52597,3.7,362.4,0.32,5853,0.18,0.1,79.73,10.1,53.6,3.74,21.2,20.8,340,23003,13.6,0.04,0.01,14444,40.19,10.3,3708,643,0.8,0.32,7055,13,16.8,17.8,463,19.35,15.7,9.04,90.2,0.4,0.16,11.9,0.12,361043,7.596,3,1.42,88.2,1.14,1.225,0.05,16.94,4770,0.2,0.2,4.74,64.5,2,45.4,4.368,55.1,47.9,620.2,4.2,6,5.285,33.75,78.25,17.83,3.91,4.3
geochem,2007190054,03.07.2008,-33.3062,139.7598,SA,,2007190054002 Fine,lt116,BOS,83566,7.9,624.4,0.34,38236,0.1,0.03,67.94,15.2,80.6,6.52,39,29.4,860,46202,20.3,0.7,0.03,20678,33.94,27.6,12971,496,1.3,1.16,5631,11.7,31,27.1,388,17.15,14.7,7.76,122.6,0.4,0.26,16,0.19,240973,6.3,2.7,1.42,628.1,0.87,0.95,0.07,14.72,4890,0.32,0.2,3.94,122.3,1.6,30.7,2.95,60.2,51.5,272.6,17.7,10,8.78,1221,30.95,45.63,23.43,14
geochem,2007190055,20.09.2007,-14.6521,132.018,NT,,2007190055002 Fine,lt117,BOS,56482,4.3,344.8,0.28,622,0.14,0.01,75.09,7.6,63.1,3.87,18.1,13,480,30872,15,0.04,0.01,16810,40.61,8.8,2539,116,0.7,0.84,586,19.7,19.7,13.3,253,14.93,17,8.7,102.2,1.4,0.32,16.7,0.13,360305,7.224,3.4,0.89,34.5,1.58,1.272,0.02,21.22,7228,0.15,0.1,5.74,76.6,2.4,48.6,4.929,22.9,10.1,916.7,4.8,5,5.195,3.9575,78.34,13.43,8.23,3.8
geochem,2007190056,24.10.2007,-35.9834,144.9326,VIC,,2007190056002 Fine,lt118,BOS,73896,5.3,473.2,0.5,1880,0.1,0.01,98.39,8.6,74.7,9.62,21.4,18.6,600,25388,18.7,0.04,0.03,14701,47.16,18.8,3739,163,0.6,0.14,2604,15.8,20.6,18.8,244,23.36,20.7,11.08,131.7,1.4,0.23,13.4,0.18,314425,9.612,4.3,1.25,52.4,1.42,1.402,0.03,17.2,4699,0.28,0.3,4.74,85.8,3.1,46.5,4.125,58.8,37.2,273.9,5.6,5,4.445,57.75,11.82,67.79,20.4,11.2
geochem,2007190057,08.11.2007,-31.3628,143.5746,NSW,,2007190057002 Fine,lt119,BOS,87583,7.6,315.7,0.47,7747,0.12,0.05,60.36,13.2,69.3,4.76,27.6,26.5,480,44020,19.4,0.68,0.01,17914,31.26,20.1,9811,472,0.6,0.15,4822,11.7,35.5,27.9,576,16.95,12.9,6.92,78.4,1.1,0.12,13.8,0.02,263908,5.775,2.6,1.34,162.8,0.93,0.801,0.02,8.23,5550,0.28,0.2,1.46,105.9,1.7,23.7,2.677,76.7,66.1,314.6,17.7,9.5,8.945,239,43.43,40.41,16.16,14
geochem,2007190058,17.01.2008,-34.9353,117.4727,WA,,2007190058002 Fine,lt120,BOS,3239,2.5,40.1,0.1,400,0.85,0.01,30.21,0.3,24.1,0.1,3.1,0.27,80,1273,2.5,0.31,0.01,955,15.27,0.1,60,39,6.4,0.5,208,32.9,3,0.5,100,5.59,1.68,3.16,6,0.4,0.02,28,0.01,444072,2.572,3.3,0.27,9.6,2.75,0.807,0.03,13.12,11752,0.02,0.1,5.61,24.2,2.4,51.6,6.915,3.8,1.2,4179.6,0.7,5,4.3025,8.563333333,96.19,2.87,0.95,1.6
geochem,2007190059,14.07.2008,-30.9478,136.0354,SA,,2007190059002 Fine,lt121,BOS,93877,4.6,292.3,0.29,7597,0.1,0.07,62.01,12.9,68.3,5.62,26.3,21.8,380,44950,22.5,0.7,0.02,18735,30.06,36.2,13688,434,0.6,0.34,5809,10.8,28.3,23.2,367,17.65,12.1,7.1,94.2,0.4,0.16,15.2,0.12,258650,5.95,2.2,1.57,150.8,0.83,0.98,0.04,11.21,4872,0.37,0.2,2.26,100.2,1.2,31.4,3.06,81.6,65,429.3,17.2,9.5,8.445,1010,53.58,37.93,8.49,12.8
geochem,2007190062,03.04.2008,-32.0996,144.2191,NSW,,2007190062002 Fine,lt122,BOS,73155,7.8,300.1,0.29,3724,0.17,0.01,65.94,11.5,73.7,5.07,20,16.3,400,36705,17.2,0.62,0.03,14734,32.86,15.6,5819,364,0.7,0.2,1936,13.8,23.5,21,266,17.07,11.1,7.36,90,0.9,0.17,15.7,0.03,310742,5.921,2.6,1.15,99.5,1.12,0.935,0.02,12.79,5825,0.22,0.2,2.43,96.5,1.8,34.4,3.671,55.3,36.5,903.2,10.1,7.5,6.53,13.9,56.74,28.89,14.37,9.7
geochem,2007190063,25.07.2008,-19.7679,129.3222,NT,,2007190063002 Fine,lt123,BOS,108702,6.5,235.9,0.41,1958,0.1,0.01,53.03,13.8,94,7.53,21.5,16.7,480,50462,26.8,0.7,0.03,12526,27.2,27.8,3938,449,2.7,1.83,527,12.2,34.5,24.4,209,16.86,11.5,5.35,125.4,0.8,0.27,16.1,0.12,268115,3.57,3.7,2.44,40.5,1.08,0.72,0.04,15.68,4782,0.41,0.1,2.91,114.5,1.8,27.8,3.37,33.7,23.8,676.9,14.3,6.5,6.42,10.54,63.17,29.02,7.81,11.4
geochem,2007190064,02.04.2008,-37.9818,147.4098,VIC,,2007190064002 Fine,lt124,BOS,42921,5.8,494.5,0.22,572,0.14,0.02,80.72,6.7,61.7,4.47,8.7,4.03,320,16786,10.2,0.61,0.02,8143,40.03,20.6,1918,39,0.7,0.22,3242,18.4,15.2,8.1,122,15.99,11.5,9.06,87.2,1.4,0.16,10.3,0.25,388910,7.167,3.1,0.76,35.4,1.47,1.11,0.03,14.48,5100,0.15,0.1,3.51,55.5,2.5,39.5,3.834,19.5,8.6,558.7,5.7,4.5,4.48,784,58.66,28.76,12.58,3.4
geochem,2007190065,18.09.2007,-19.2409,139.96,QLD,,2007190065002 Fine,lt125,BOS,57884,7.3,432.2,0.45,4846,0.15,0.05,83.18,17.6,59.8,3.58,55.1,47.7,580,47559,15.6,0.62,0.01,20545,41.93,7.4,4673,728,0.9,0.43,2960,16.1,30.2,19.9,524,15.81,9.21,9.41,117.2,1.8,0.34,17.9,0.06,332392,7.764,2.5,0.69,71.8,1.35,1.26,0.03,15.06,7647,0.13,0.2,4.5,138.3,2.1,48.2,4.591,54.3,35.9,602.2,8.5,7,6.47,6.325,59.21,28.28,12.51,5.2
geochem,2007190066,09.06.2008,-20.3197,119.2589,WA,,2007190066002 Fine,lt126,BOS,66967,4.6,473.6,0.46,17296,0.35,0.03,59.31,23.4,298.5,4.47,50.8,47.4,340,56239,16.9,0.45,0.02,15398,32.43,24,14484,759,0.4,0.21,10609,16.5,76.6,71.6,279,17.53,10.8,7.09,85.2,0.4,0.32,16.8,0.08,295846,6.401,3.9,1.39,140.4,2.29,1.178,0.03,21.51,7317,0.15,0.2,4.79,130.1,1.3,50.2,5.379,82.3,56.7,733.3,6.6,7.5,8.265,50.75,75.7,17.33,6.97,6.4
geochem,2007190067,09.12.2007,-31.2341,121.962,WA,2007191121,2007190067002 Fine,lt127,BOS,59811,9.3,253.9,0.29,32998,0.39,0.02,34.2,16.5,553,2.4,41.3,36.1,400,45769,12.7,0.37,0.02,11298,18.47,23.3,34220,503,0.7,0.34,14934,7.3,102.5,99.6,266,13.9,8.51,4.07,42.3,0.4,0.18,10,0.27,247147,3.034,1.4,0.82,88.9,0.65,0.495,0.04,9.78,4549,0.11,0.1,3.45,126.8,1.2,17,1.613,69.5,47.4,190.8,14,8.5,8.815,3585,66.93,23.98,9.09,13.5
geochem,2007190068,04.09.2007,-33.4863,148.2703,NSW,,2007190068002 Fine,lt128,BOS,53052,7.3,398.3,0.02,4445,0.1,0.01,72.17,9.2,67.8,3.73,24.5,18.7,340,23850,10.5,0.4,0.01,14518,37.33,9.9,4034,418,0.4,0.31,7055,16.2,19.1,14.6,340,14.56,9.59,8.62,83.1,0.4,0.17,13.8,0.04,358426,7.16,2.3,0.94,112.9,0.9,1.15,0.03,14.99,5304,0.14,0.2,3.09,71.6,0.4,41.3,3.94,51.1,36.1,700.7,11.1,9,6.43,335,53.52,34.66,11.82,4.7
geochem,2007190069,16.10.2007,-21.444,145.8212,QLD,,2007190069002 Fine,lt129,BOS,29985,5.6,114.4,0.24,722,0.34,0.04,38.7,3.1,82,1.71,28.3,7.6,60,18066,6.4,0.5,0.04,2582,19.29,2.9,579,77,1.3,0.73,223,11.3,17.5,7.3,131,12.44,10.6,4.49,25,0.9,0.14,8.4,0.09,410975,3.65,2.1,1.52,21.3,1.02,0.59,0.03,11.25,4171,0.07,0.1,2.93,46.5,2.6,26.6,3.59,10.5,1.5,995.7,3.4,6,5.94,13.19,84.27,10.33,5.4,2.4
geochem,2007190070,09.08.2009,-26.7597,137.5204,SA,,2007190070002 Fine,lt130,BOS,22511,2.9,323.3,0.32,4059,1.74,0.05,204.59,7.3,202.7,0.75,12.6,11.2,80,33270,4.4,0.49,0.01,7903,103.49,1.6,1942,697,0.8,0.06,4118,43.4,12.6,4.2,314,13.43,4.33,22.12,29.4,1.5,0.14,41.7,0.02,386213,16.644,3.2,0.66,96.3,3.64,2.424,0.04,52.29,20964,0.02,0.1,13.41,124.8,4,103.4,15.089,47.6,43.6,9743.8,4.9,8,7.37,86.6,94.86,3.69,1.45,1.3
geochem,2007190071,04.12.2007,-32.0515,118.1664,WA,2007190289,2007190071002 Fine,lt131,BOS,107231,1,447.1,0.24,13665,0.33,0.01,241.9,56.9,92.4,2.24,34.8,31,340,30109,17.4,0.04,0.02,15365,78.64,40.2,8412,720,0.8,0.12,10899,10.8,67.1,62.4,105,100.3,91.9,19.08,74.8,0.4,0.07,14.8,0.07,240557,14.847,1.7,1.07,99.6,0.86,1.886,0.03,49.71,4327,0.35,0.6,3.35,58.3,0.8,65,5.194,21.8,18.3,427.3,20.2,8.5,8.61,2209,60.55,26.26,13.19,15.7
geochem,2007190072,08.09.2009,-27.7109,137.6583,SA,,2007190072002 Fine,lt132,BOS,74361,6.1,456.1,0.24,5189,0.1,0.03,62.65,12.1,70.3,3.16,31.8,67.1,320,39131,15.8,0.56,0.02,11447,31.49,6.9,6742,395,0.3,0.17,4451,11.4,21.3,15.2,358,13.88,7.62,7.21,55,0.4,0.14,14.2,0.02,306558,6.498,1.7,0.91,204.4,0.87,1.023,0.05,9.97,6065,0.14,0.2,2.7,119.8,1.4,36.6,3.836,69.6,58.2,973.8,7.4,6,7.6,74.75,46.63,36.36,17.01,9.6
geochem,2007190073,11.12.2007,-32.5727,118.4508,WA,,2007190073002 Fine,lt133,BOS,107686,3.2,470.4,0.22,1894,0.1,0.01,68.82,10.1,68,1.99,22.2,9.99,400,24038,21.1,0.42,0.02,15863,32.68,20.5,2527,85,2.4,0.4,7953,14.1,27.7,15.3,105,62.53,46.9,6.72,91.2,1.1,0.04,14,0.24,280276,4.833,2,0.67,63.1,0.98,0.5,0.02,77.76,4962,0.14,0.1,10.96,69.4,1.4,16.2,1.814,17,12,490.9,16.6,4.5,6.045,1695,72.65,15.7,11.65,11.2
geochem,2007190074,12.09.2009,-26.7486,134.4646,SA,2007190389,2007190074002 Fine,lt134,BOS,48595,2.5,476.5,0.26,2945,0.39,0.06,61.62,5.9,57.8,2.17,14.6,14.7,140,29829,10.8,0.59,0.01,14286,32.43,2.6,2219,403,0.5,0.16,2159,18.1,14.6,6.4,336,15.99,6.3,6.81,65.7,0.4,0.09,14.8,0.11,358898,5.013,2.3,0.92,98.1,1.32,0.793,0.06,15.52,7881,0.07,0.1,3.22,89.1,1.3,34.2,4.657,50,36.8,2478.4,2.6,6.5,6.4875,16.175,95.35,3.29,1.36,5.2
geochem,2007190075,09.05.2008,-23.7772,117.8137,WA,,2007190075002 Fine,lt135,BOS,59514,8.2,356.2,0.39,9777,0.21,0.08,61.93,16.7,138.8,6.07,46.1,34.3,560,66940,15.4,0.9,0.01,14004,31.3,11.9,8750,844,1.8,0.59,2018,17.9,40,35.2,271,17.72,11.9,6.74,90.9,2.1,0.6,17.8,0.16,303880,5.449,2.1,1.02,57.2,1.46,0.828,0.07,16.83,9721,0.14,0.1,3.02,161.8,2,36.1,3.694,73.2,50.4,670.2,8.1,8.5,8.125,56.3,72.67,18.42,8.92,7.5
geochem,2007190076,06.05.2008,-21.771,115.4063,WA,,2007190076002 Fine,lt136,BOS,57784,8.4,433.4,0.5,13058,0.1,0.01,73.39,14.5,108.2,5.26,31.8,23.2,600,70926,14,0.77,0.01,16378,35.54,15.3,10372,867,1.2,0.38,2782,13.3,36.8,30.9,201,21.64,14.6,7.43,100.9,2.8,0.76,13.7,0.06,299973,5.218,2,0.73,94.2,1.21,0.742,0.03,17.32,5304,0.11,0.1,2.87,92.8,2.5,29.4,2.899,47.7,30.3,458.6,10.6,7.5,8.045,38.4,56.94,32.31,10.75,7.7
geochem,2007190077,12.05.2008,-29.7312,149.3184,NSW,,2007190077002 Fine,lt137,BOS,72345,6.2,448.4,0.26,9212,0.1,0.03,55.66,21.4,90.7,4.78,34.3,30,340,39404,15.8,0.47,0.01,12236,26.03,16.3,7513,945,1.5,0.37,8376,14,44.9,44.1,532,14.75,12.6,6.26,72.4,1.5,0.22,13.4,0.06,286212,5.906,2.6,1.37,178,0.95,0.877,0.03,8.96,6221,0.18,0.2,2.42,95,1.4,32,3.007,76.3,65.6,270.6,16.2,9,7.335,94.35,23.4,45.37,31.23,13
geochem,2007190078,24.01.2008,-33.5409,144.3757,NSW,,2007190078002 Fine,lt138,BOS,85143,6.1,390.1,0.39,4896,0.1,0.01,65.15,13.1,80.4,5.84,32.7,26.3,500,43447,20,0.69,0.01,17640,33.03,22.7,7845,387,1.4,0.3,3160,11.7,34.2,31.1,262,18.3,13.8,7.7,106,1.2,0.22,14.7,0.02,272284,6.312,3.4,2,98.2,0.93,0.92,0.08,13.13,4525,0.33,0.2,1.74,109.2,1.7,33,3.158,71.4,56.5,338.4,14.7,9.5,7.2,66.35,21.31,49.21,29.48,14
geochem,2007190079,24.05.2008,-24.504,139.5956,QLD,,2007190079002 Fine,lt139,BOS,54206,3.7,414.6,0.21,4395,0.1,0.07,50.37,12.5,58.7,2.89,20.6,18.4,240,28829,14.8,0.5,0.02,9978,24.44,12,5222,426,1.5,1.05,3272,9.1,21.4,18,375,12.49,8,5.99,50.3,0.4,0.08,10.5,0.03,343992,4.87,1.4,0.72,187.7,0.68,0.88,0.06,7.68,4728,0.17,0.2,2.09,74.9,1.1,30,3.16,51.3,44.4,700.3,13.5,8,7.72,288,40.92,37.87,21.21,7.8
geochem,2007190081,26.05.2008,-21.1095,134.4924,NT,,2007190081002 Fine,lt140,BOS,77532,4.4,335.4,0.31,2780,0.1,0.02,65.61,10.1,67.1,4.13,25.7,18.7,380,40852,17.2,0.54,0.01,15149,33.89,17.3,4589,310,1.7,0.37,861,11.9,25,18.6,227,17.44,9.32,7.41,85.9,1,0.14,15.5,0.05,317584,5.606,2.7,1.53,68.9,0.96,0.83,0.04,15.65,5304,0.25,0.1,3.46,91.5,1.9,33.1,3.528,42.1,37.1,801.9,8.3,6,6.32,7.825,69.45,21.63,8.92,7.4
geochem,2007190082,18.06.2009,-31.4679,129.313,SA,,2007190082002 Fine,lt141,BOS,56063,3.8,170.8,0.27,125294,0.14,0.16,44.05,10.2,70.9,2.89,20.7,23.5,240,29906,14.3,0.42,0.02,16419,22.18,9.2,16046,271,0.3,0.2,7374,8.6,29.5,24.6,279,14.38,11.9,4.63,58.2,0.4,0.22,9,0.31,175841,3.708,1.6,1.23,208.5,0.68,0.605,0.06,9.21,3422,0.29,0.1,1.64,50.4,1,21.4,2.068,57.2,61.4,248.2,6.6,9.5,8.18,4690,19.6,36.92,43.48,22.8
geochem,2007190083,14.04.2008,-30.2768,147.5613,NSW,,2007190083002 Fine,lt142,BOS,58599,4.5,379.2,0.24,5553,0.1,0.02,55.83,14.9,68,3.86,30.4,19.4,340,30452,12.8,0.54,0.01,12850,26.36,13.4,5421,1084,1.2,0.22,3754,14.9,25.8,24.4,292,15.56,10.5,6.22,69.1,1.1,0.16,12.2,0.02,332611,5.409,2.3,1.19,99.6,1.05,0.785,0.02,9.75,5448,0.17,0.2,1.91,76.6,1.5,30.3,3.043,57.7,45,576.3,10.7,8.5,7.78,84.45,32.45,37.02,30.53,8.5
geochem,2007190084,11.05.2008,-23.9438,137.2762,NT,,2007190084002 Fine,lt143,BOS,33065,4.7,315.4,0.23,2737,0.6,0.03,143.5,5.3,77.2,1.63,11.1,23.4,100,24101,6.8,0.4,0.01,10534,74.18,5.4,1821,318,0.3,0.17,2100,18.4,10.8,6.1,257,12.37,4.55,16.27,46.6,0.4,0.07,17.2,0.04,388255,11.98,1.8,0.89,66.2,1.47,1.55,0.03,40.11,9445,0.07,0.1,6.81,76.8,2.2,59.2,7.48,31.8,7.1,3380,7.9,6.5,7.86,11.1,93.37,4.99,1.64,3
geochem,2007190086,14.01.2008,-32.7609,115.906,WA,,2007190086002 Fine,lt144,BOS,92977,1,532.7,0.11,8819,0.1,0.03,142.61,19,58.6,1.01,29.8,24.1,300,45104,22.6,0.44,0.04,13572,69.97,13.5,3485,410,1.8,0.66,8250,21.5,26.3,17.6,441,38.12,25.8,13.93,60.7,0.4,0.04,19,0.12,256360,10.562,2.5,1.38,99.4,1.71,1.419,0.02,45.88,10614,0.11,0.3,14.52,156.1,0.6,53.4,4.875,36.9,34.3,957.7,3.5,5.5,5.12,33.4,72.44,19.67,7.89,14.5
geochem,2007190087,08.08.2007,-20.5724,148.6051,QLD,,2007190087002 Fine,lt145,BOS,87541,1.9,378.7,0.36,23228,0.1,0.02,53,19.3,48.9,3.8,36.6,39.2,480,46671,16.3,0.57,0.01,12800,24.73,11.6,12530,1185,1.5,0.94,19542,6.2,20.3,14.7,746,12.84,15.2,6.25,74.8,0.4,0.09,14.8,0.12,273004,6.181,1.5,0.88,262.9,0.44,0.806,0.04,10.1,5861,0.13,0.2,2.86,129,1.6,34.2,3.317,82.1,54.3,414.2,1,5,6.945,62.7,56.66,31.66,11.68,7.5
geochem,2007190089,18.10.2007,-22.422,148.6949,QLD,,2007190089002 Fine,lt146,BOS,68126,8.9,407.2,0.25,5360,0.27,0.05,63.01,17.3,130.7,5,27.3,28.4,260,37516,15.3,0.6,0.02,14452,32.49,11.7,4740,542,0.5,0.5,4273,19.2,40,38.7,681,19.65,13.3,7.58,86,0.8,0.96,11.9,0.16,312279,6.52,2.1,1.03,134.1,1.39,1.01,0.05,11.72,7299,0.11,0.2,2.92,107.3,2.4,37,3.56,59.5,52,406.1,6.9,7.5,7.19,27.7,35.7,50.07,14.23,9.6
geochem,2007190090,18.10.2007,-35.4773,141.9897,VIC,,2007190090002 Fine,lt147,BOS,70889,4,229.9,0.22,6211,0.1,0.02,37.08,8.9,88.9,4.79,10.3,8.54,420,33159,14.8,0.62,0.03,16419,19.25,22.6,7465,93,1.9,0.63,3042,9.1,29,20.7,188,13.04,8.1,4.28,91.2,0.4,0.1,12.2,0.15,285521,3.421,3.9,1.18,103.7,0.74,0.388,0.05,8.93,3518,0.22,0.1,1.67,72.6,1.3,17.3,1.994,36.5,37.3,732.3,12.4,9,7.505,80.5,81.95,15.11,2.95,15.5
geochem,2007190091,20.05.2008,-25.8903,147.8174,QLD,2007191053,2007190091002 Fine,lt148,BOS,48494,1.6,450.2,0.17,4674,0.1,0.03,118.4,12.2,93.9,2.48,12.1,7.07,120,21262,12.3,0.4,0.03,13398,59.98,2.7,2044,457,0.8,0.49,6358,24.2,22,12.8,428,14.23,7.28,13.32,57.1,0.4,0.05,12.2,0.04,364628,9.69,3.1,0.27,133.5,1.75,1.53,0.05,24.21,10733,0.1,0.1,5.47,67.5,1.7,55.6,6.52,49.3,29.2,1832,3,6.5,6.79,13.97,77.77,16.2,6.03,4.2
geochem,2007190092,25.07.2007,-25.6875,150.9716,QLD,,2007190092002 Fine,lt149,BOS,82534,5.8,431.9,0.41,17975,0.33,0.05,75.02,28.1,121.3,3.67,48.7,45.4,240,45433,17,0.5,0.03,11347,35,7.3,9865,1077,0.3,0.35,11974,10.1,38.3,28.3,432,16.68,8.91,8.89,66.8,0.4,0.15,19.5,0.11,280318,8.42,2.3,1.17,239.2,0.87,1.29,0.02,17.01,6706,0.14,0.3,4.29,148.5,6.6,47.5,4.67,62.5,38.8,687.9,4.9,7,7.67,23.5,58.91,31.14,9.95,9.3
geochem,2007190093,17.10.2007,-35.3891,143.072,VIC,,2007190093002 Fine,lt150,BOS,89251,8.6,287.8,0.35,9484,0.1,0.02,59.56,13.4,95.8,6.91,23.5,22.1,420,45811,18.4,0.66,0.01,21251,28.76,38,9708,310,0.9,0.14,2485,10.5,38.5,32.4,201,17.89,13.3,6.59,117.4,0.9,0.21,13.9,0.03,253957,5.492,3.1,1.89,107.1,0.84,0.694,0.03,12.91,4213,0.38,0.2,1.51,101.7,1.8,26.9,2.643,62.6,55.7,373.1,16.3,9,5.815,18.125,32.65,46.95,20.39,15.5
geochem,2007190094,07.05.2008,-25.7027,135.7782,NT,,2007190094002 Fine,lt151,BOS,48346,3,520.8,0.24,4288,0.3,0.03,107.36,5.5,59.9,2.62,8.5,7.02,240,27507,8.9,0.47,0.01,18403,54.02,9.1,4311,341,0.9,0.25,4021,16.6,16.1,8.8,231,17.35,6.46,11.74,77.3,0.4,0.13,16.6,0.18,360333,9.093,2.3,0.9,99.2,1.39,1.371,0.04,30.74,6826,0.11,0.1,6.03,81.2,1.4,65.2,7.451,40.3,32.1,2980.8,3.4,6.5,8.07,49.6,81.37,14.35,4.28,4.2
geochem,2007190095,07.09.2009,-28.8014,133.5324,SA,,2007190095002 Fine,lt152,BOS,51914,5.3,330.1,0.27,111436,0.29,0.08,45.79,7.3,60.6,2.61,15.7,17.4,360,29906,12,0.48,0.03,10393,25.43,3.8,4396,209,0.6,0.29,964,13.6,16.4,13.1,362,13.7,7.72,5.62,65.8,0.4,0.24,7.9,0.29,223805,4.825,2,0.99,398.3,1.07,0.721,0.06,10.99,5645,0.26,0.1,2.53,84,1.1,28.2,3.506,43.8,36.8,1147.7,1,8.5,8.82,54.5,81.82,12.87,5.3,19.1
geochem,2007190096,24.05.2008,-17.0445,134.0173,NT,,2007190096002 Fine,lt153,BOS,60467,2.8,253.3,0.38,3445,0.1,0.03,91.55,21.2,62.6,1.18,18.6,14.2,180,29690,13.4,0.76,0.02,531,36.37,10.5,2219,1247,0.8,0.13,527,17.3,20,10.3,161,23.13,17.9,8.42,7.7,0.4,0.03,15.6,0.01,346432,7.197,2.6,1.26,67.7,1.36,1.078,0.02,13.84,7132,0.13,0.3,1.97,87.1,2.2,42.2,3.965,24.9,17.8,797,13.2,6,6.7,18.36,25.8,29.41,44.79,7.7
geochem,2007190097,28.03.2008,-28.7457,124.032,WA,,2007190097002 Fine,lt154,BOS,104224,5.1,206.2,0.37,6118,0.1,0.03,60.3,16.5,132.2,4.92,30.5,24.8,240,46028,23.9,0.78,0.06,9397,27.7,20.8,4432,472,1.4,0.38,1002,13,49.8,29.6,205,20.79,14.9,5.9,92.1,0.4,0.16,17.3,0.11,272929,4.693,2.2,1.87,71.7,1.11,0.6,0.04,18.46,5256,0.34,0.2,1.95,106.9,1.3,26.3,2.69,53.3,39.7,564.5,11.6,7.5,8.02,74.4,76.04,17.01,6.95,11.4
geochem,2007190098,11.08.2008,-27.6871,136.8315,SA,,2007190098002 Fine,lt155,BOS,40809,6,473.5,0.19,4495,0.35,0.06,61.99,6.2,54.1,1.86,11.4,20.1,100,20793,8.3,0.4,0.02,13232,31.51,8.1,2834,294,0.3,0.16,6232,12,11.3,8.6,319,12.4,0.06,7.32,50,0.4,0.06,12,0.03,376294,5.85,1.1,0.91,170.2,0.92,0.81,0.05,14.71,5813,0.25,0.1,3.17,69.1,1.6,32.2,4.17,39.5,27.8,1874,9.7,8.5,8,16.52,88.6,9.05,2.36,3.9
