DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007191329,20.09.2007,-14.2959,131.8689,NT,,2007191329001 Fine,lt2469,TOS,57757,8.4,434.6,0.74,2208,0.33,0.34,102.3,15.9,42.1,5.74,41.4,33.2,520,26997,11.8,0.5,0.04,24430,51.02,5.6,3425,426,0.4,0.34,1432,17.5,18.8,8.5,297,25.94,11.5,11.27,144.4,2,0.27,10.3,0.09,340763,9.58,6.4,1.03,38.7,2.15,1.52,0.11,29.78,4842,0.15,0.1,7,64.2,3.8,55.3,5.77,104.2,62.3,639.8,1.4,5.5,5.61,27.95,50.72,42.16,7.12,7.3
geochem,2007191330,14.03.2008,-33.4415,150.8681,NSW,,2007191330001 Fine,lt2470,TOS,36596,4.3,349.6,0.28,3595,0.72,0.7,62.2,10.7,85.6,2.89,118.8,122,220,19597,7.8,0.6,0.04,9447,29.59,1.8,1296,395,0.4,0.47,1306,11.9,12.9,7.1,1274,28.31,16.5,6.94,54.8,2,0.31,7.1,0.06,338902,5.72,2,0.81,72.5,1.53,0.99,0.08,11.71,3895,0.04,0.1,4.67,45.9,2.6,43.6,4.81,93.6,62.7,881.4,0.1,5,4.68,56.4,91.6,5.84,2.56,14.6
geochem,2007191331,28.05.2008,-24.0851,143.1318,QLD,2007191051,2007191331001 Fine,lt2471,TOS,45933,2.8,355.1,0.16,2330,0.11,0.01,45.74,11.2,73.7,2.01,15.9,8.94,140,24185,10.2,0.6,0.01,4283,20.67,1.6,1851,488,0.3,0.17,2456,13.3,13.8,4.1,314,12.62,3.51,5.05,26.1,1.4,0.02,9.5,0.04,369910,4.73,1.7,0.44,117.6,1.48,0.7,0.06,8.63,7551,0.04,0.1,2.85,87.5,1.8,32,3.92,34.9,24.5,1234,3.2,5,5.95,55.9,43.16,41.83,15.01,5.7
geochem,2007191333,09.02.2008,-42.5058,146.6929,TAS,,2007191333001 Fine,lt2472,TOS,65898,1.8,319.3,0.11,24914,0.21,0.07,68.19,39.5,126.5,2.46,33.3,30.4,200,61827,15.8,0.6,0.04,9164,33.43,11.3,17614,1100,0.6,0.09,7894,13.7,55.1,33.6,432,11.72,6.15,7.59,47.4,0.4,0.07,21.4,0.15,260188,5.69,1.2,0.78,84.2,0.95,0.83,0.02,11,8462,0.04,0.1,2.73,190.2,1,22.2,2.9,103.6,63.8,647,5.9,4.5,4.94,309.5,71.06,21.75,7.19,12.7
geochem,2007191334,03.11.2007,-27.0699,149.7135,QLD,2007190661,2007191334001 Fine,lt2473,TOS,43471,1.4,342.6,0.12,5260,0.21,0.03,64.98,21.9,188,1.69,16.2,9.94,100,37411,9.6,0.5,0.02,9613,29.27,1.6,2979,829,0.8,0.26,7857,34.4,19.7,13.7,576,11.08,3.86,6.99,41.3,1.5,0.02,9.7,0.03,341912,6.21,1.9,0.45,131.5,2.78,0.86,0.07,11.09,20298,0.05,0.1,3.02,115.3,1.7,35,4.28,52.6,33.4,1490,2.9,6.5,5.98,22.1,76.55,19.51,3.94,6
geochem,2007191335,22.02.2008,-27.8214,118.382,WA,,2007191335001 Fine,lt2474,TOS,110084,5.1,259.1,0.43,3545,0.15,0.12,62.8,17.1,157.9,4.3,40.8,28.4,260,53952,26.7,0.7,0.04,14660,34.08,5.3,6404,635,1.8,1.23,1499,14.5,43,19.4,428,24.78,9.38,7.27,87.1,1.5,0.25,15.8,0.12,256028,6.11,2.3,1.85,50.3,1.74,0.82,0.04,19.89,5873,0.16,0.2,3.3,107.9,2.1,29.8,2.99,77.5,28.8,321.4,9.9,7.5,7.06,60.2,65.01,28.98,6.01,11.9
geochem,2007191336,21.05.2008,-26.3405,144.3091,QLD,,2007191336001 Fine,lt2475,TOS,64045,3.1,314.7,0.23,2580,0.1,0.06,52.74,13.1,68.7,2.52,20.7,14.3,180,28661,14.2,0.6,0.02,6143,24.51,2.8,2490,612,0.3,0.27,2582,11.3,14.4,7.5,406,14.97,5.11,6.11,39.3,1.9,0.05,10.4,0.07,340758,5.64,1.2,0.65,107.1,1.4,0.78,0.1,9.31,6191,0.09,0.2,2.18,98.4,1.7,30.7,3.19,46.2,29.4,549.8,2,4.5,5.7,27.95,21.33,58.24,20.43,7.7
geochem,2007191337,13.08.2009,-12.6557,135.3111,NT,,2007191337001 Fine,lt2476,TOS,21119,4,194.9,0.36,715,0.94,0.02,167.35,6.1,30.9,1.76,4.2,2.74,200,10260,6.2,0.52,0.02,7894,80.96,1.9,971,194,0.5,0.01,757,36,6.9,4.9,279,14.65,6.74,18,44.9,0.4,0.21,35.3,0.03,406152,16.397,1.7,0.3,25.1,2.48,3.224,0.02,40.19,10086,0.05,0.1,15.05,37.8,3.6,142.2,17.386,13.5,15.6,5842.9,1.3,6,5.348,9.176666667,90.55,7.41,2.05,4
geochem,2007191338,18.02.2008,-34.229,143.526,NSW,,2007191338001 Fine,lt2477,TOS,87504,4.9,371.9,0.37,5410,0.1,0.05,64.94,12.5,79.1,6.77,29.1,25.7,480,44741,20.3,0.6,0.01,20777,33.08,20.3,10263,387,0.4,0.17,2663,12.1,29.7,26.5,458,18.99,16,7.64,120.2,1.1,0.23,13.9,0.04,268461,5.97,3.5,2.55,105.5,1.01,0.96,0.02,8.46,4459,0.31,0.2,1.61,94.1,1.9,23.9,3.05,75.5,57,331.9,12.3,8.5,6.265,244,16.59,54.74,28.68,13.3
geochem,2007191339,03.03.2008,-24.8192,113.8092,WA,2007191192,2007191339001 Fine,lt2478,TOS,71223,4.4,515.6,0.4,7654,0.2,0.13,90.82,10.8,82.1,3.84,24,19.6,400,43405,16.6,0.8,0.02,19292,46.18,10.3,6446,573,0.8,0.6,8658,18.9,21.4,14.7,484,22.8,7.51,10.28,99.8,1.8,0.17,13.3,0.08,317762,8.09,2.1,1.16,101.6,2.09,1.03,0.07,23.82,6472,0.22,0.1,4.22,106,2.5,40.3,4.13,57.4,35.1,664.9,7.9,8,6.9,52,73.48,20.97,5.56,5.3
geochem,2007191341,30.09.2008,-31.6413,139.4539,SA,,2007191341001 Fine,lt2479,TOS,68724,5,431.6,0.35,5296,0.17,0.15,76.5,13.6,66.6,4.98,29.4,37,400,38929,14.8,0.77,0.04,22388,38.59,22,11162,550,0.7,0.48,4926,13.2,26.7,39.3,624,20.56,13.7,8.78,97.7,0.4,0.69,12.9,0.09,306769,7.406,2.4,1.03,83.3,0.93,1.024,0.06,15.17,5562,0.14,0.2,2.65,98.8,1.7,35.8,3.611,78.2,65.6,511.4,11.6,9,8.46,71.5,68.71,20.03,11.26,8.6
geochem,2007191344,11.05.2008,-24.3481,136.628,NT,,2007191344001 Fine,lt2480,TOS,55084,6,420.8,0.17,17010,0.1,0.01,119.5,8.2,59.9,3.03,18.3,12.8,320,36005,9.2,0.4,0.01,10194,58.61,3.2,3298,209,0.3,0.25,4244,11.1,13.2,8.2,497,13.03,2.1,13.44,50.7,0.4,0.07,9.2,0.06,321842,10.54,0.9,0.59,465.5,1.39,1.25,0.07,14.74,5765,0.05,0.1,4.77,86.7,0.9,38.9,4.06,48.9,27.7,1113,11.1,6.5,6.35,1056,64.87,26.66,8.46,8.7
geochem,2007191345,03.10.2007,-15.9789,142.5039,QLD,,2007191345001 Fine,lt2481,TOS,63056,7.1,491.9,0.55,3381,0.1,0.05,158.5,11.9,46.9,8.38,19.9,17.8,400,23717,11.7,0.6,0.03,19150,78.46,11.8,3769,805,0.5,0.27,5750,17.3,17.8,10.2,380,25.15,11.4,18.13,142.8,1.8,0.32,9.8,0.14,341001,13.6,4.6,0.68,61.1,2.06,1.78,0.05,30.85,4794,0.21,0.1,6.03,60.5,3.9,60.7,6.01,77.2,45.8,753.3,0.2,5.5,5.41,22.2,51.01,41.4,7.59,6.4
geochem,2007191346,07.05.2008,-25.6113,134.7985,NT,2007191429,2007191346001 Fine,lt2482,TOS,58006,2.7,560.1,0.3,16352,0.1,0.02,65.42,8.1,42.1,4.81,15,11.6,460,25486,12.5,0.4,0.01,26397,34.26,12.7,8430,403,0.3,0.18,4192,12.4,16.7,10.5,428,20.49,6.28,7.76,119.2,1.2,0.08,8.4,0.06,337196,6.51,1.9,1.08,102.2,1.66,0.88,0.07,15.21,3943,0.22,0.1,3.01,57,1.5,33.8,3.43,45.8,29.9,456.8,4.1,5,8.18,99.9,66.84,27.95,5.21,4.9
geochem,2007191347,25.02.2008,-24.7735,120.1843,WA,,2007191347001 Fine,lt2483,TOS,58371,5.6,234.5,0.37,1108,0.1,0.01,57.29,15.5,107.3,3.74,28.4,15.3,200,50518,15.3,0.7,0.04,9662,29.74,2.7,2291,891,1.1,0.59,1068,17.7,27.1,8.5,463,19.93,8.63,6.96,63,1.3,0.39,12.2,0.15,338472,6.06,1.6,1.12,30.9,2.08,0.92,0.03,15.86,7659,0.09,0.2,3.19,113.8,1.9,37.5,4.17,50,18.9,906.7,3.3,7,6.456666667,9.916666667,91.45,6.12,2.43,5.9
geochem,2007191348,04.04.2008,-28.3467,125.39,WA,2007190218,2007191348001 Fine,lt2484,TOS,104669,6.5,152.3,0.5,679,0.1,0.02,57.18,8.5,125.6,5.66,28.2,17.4,240,52966,23.9,0.8,0.02,6558,30.24,7,1212,201,1.7,0.89,423,16.4,33.2,9.4,419,23.11,15.2,6.48,71.6,1.1,0.27,18.1,0.23,285035,5.04,2.7,2.01,39.1,1.38,0.85,0.02,17.09,6460,0.13,0.1,2.88,121.7,2.1,26.2,3.41,49.7,13.5,664,8,5.5,4.645,10.86,79.09,16.21,4.69,9.2
geochem,2007191350,01.04.2008,-22.8139,141.9543,QLD,,2007191350001 Fine,lt2485,TOS,64956,4.1,422.9,0.17,3588,0.12,0.07,58.78,16,60.4,2.68,21.3,16.6,340,32263,14.7,0.5,0.05,6707,26.68,3.7,3244,581,0.5,0.13,3643,10.4,14,10.2,449,12.56,5.82,6.94,37.3,0.4,0.34,12.8,0.09,332293,6.48,1.4,0.6,284.7,0.76,1.05,0.02,6.14,6424,0.07,0.2,2.25,100.3,1.2,32.8,3.72,49.2,35,541,8.2,6.5,6.12,60.45,18.47,56.59,24.94,8.3
geochem,2007191351,28.09.2008,-30.2301,140.6993,SA,,2007191351001 Fine,lt2486,TOS,44451,4.4,788,0.19,53288,0.18,0.09,62.37,7.9,57.1,2.18,19.7,34,260,22961,9.2,0.55,0.01,10534,33.01,12.1,5879,240,0.3,0.18,3190,10.6,15.4,19,419,10.63,6.28,7.2,43.5,0.4,0.22,10.1,0.1,298552,5.737,1.5,0.9,245.7,0.75,0.86,0.03,13.44,4579,0.1,0.2,2.77,67.1,1.5,30.1,3.471,42.9,70.4,903.1,4,10,8.96,51.8,81.73,14.45,3.82,13.3
geochem,2007191352,01.03.2008,-26.2959,122.3174,WA,,2007191352001 Fine,lt2487,TOS,59451,5.3,359.7,0.49,1665,0.2,0.06,63.81,13.7,93.2,5.59,24.5,18.6,300,39740,15.8,0.6,0.02,13871,30.84,11.1,5596,1200,0.7,0.4,1951,17.3,23.4,19.3,436,19.78,13.6,6.88,87.7,0.4,0.27,17.1,0.13,332980,5.53,2.2,0.93,46.6,1.53,0.99,0.05,18.04,6119,0.12,0.1,4.13,81.9,2.3,36,4.32,53.8,36.4,1377,6.9,6.5,6.445,24.2,85.24,10.37,4.39,7.3
geochem,2007191353,13.11.2007,-30.6985,115.5852,WA,,2007191353001 Fine,lt2488,TOS,28598,4,407,0.14,2673,0.48,0.21,95.28,2.8,66.2,1.63,7.3,5.66,200,17219,8.9,0.4,0.05,11895,49.35,3.1,1580,70,1,0.25,1454,18.5,9.8,2.9,550,17.39,6.79,9.89,62.3,0.4,0.04,11.7,0.08,319477,6.14,1.2,0.47,73.1,1.4,0.89,0.02,26.38,5639,0.03,0.1,4.51,46.5,1.4,33.5,4.09,20.3,4.7,1508,0.6,6,4.97,130.25,76.92,20.21,2.87,20.2
geochem,2007191354,01.10.2007,-20.2547,143.1079,QLD,,2007191354001 Fine,lt2489,TOS,60393,3.6,302.8,0.26,1058,0.21,0.02,89.03,8.7,72.7,2.95,15.5,28.4,180,26864,12.9,0.64,0.01,12684,44.71,9.3,1761,155,1.4,0.98,2122,20.5,18,15.4,480,19.36,11.2,9.99,75.7,0.4,0.2,13.8,0.18,349564,8.221,2.3,0.96,47,1.46,1.228,0.02,23.93,6844,0.15,0.2,5.64,78.6,2.4,46.4,5.26,39.5,39.5,1050,0.5,6,5.705,10.495,72.21,17.81,9.97,6.3
geochem,2007191355,16.04.2008,-36.2619,147.2417,VIC,,2007191355001 Fine,lt2490,TOS,77003,16.3,535,0.67,4674,0.21,0.18,91.37,13.4,81.4,11.43,26.1,21.4,420,31718,18.1,0.7,0.1,21940,47.84,25.8,7345,666,0.7,0.4,5082,17.4,27.2,20.8,882,28.11,19.5,10.55,181.6,1.4,0.64,12.3,0.18,282202,8.26,5,1.53,88.6,1.66,1.27,0.02,17.63,4561,0.26,0.1,5.96,82.2,4.4,37.6,3.75,99.3,66.8,314.3,2.2,4.5,5.12,48.7,42.71,49,8.29,14.2
geochem,2007191356,10.07.2008,-15.4749,129.7557,NT,,2007191356001 Fine,lt2491,TOS,33579,4.2,293.3,0.18,23528,0.17,0.01,42.42,10.2,35.3,2.28,10.1,8,260,18709,6.4,0.51,0.01,15979,21.03,4.6,4939,356,0.4,0.01,4837,12.8,13.1,8.3,253,9.84,5.04,4.68,68.7,0.4,0.11,7.6,0.04,367264,4.575,1.5,0.6,197.5,1.04,0.844,0.02,9.93,5364,0.05,0.1,2.67,50.1,1.5,35.8,3.749,16.1,27.3,630.9,2.5,6.5,8.44,70.2,79.48,15.49,5.03,4.6
geochem,2007191357,05.03.2008,-26.4546,114.1635,WA,,2007191357001 Fine,lt2492,TOS,113995,11.5,255.5,0.5,2609,0.17,0.11,96.35,19.9,150.3,7.39,45.8,28,280,67471,26.2,0.9,0.02,17432,51.54,9.6,6844,836,1.5,0.81,1632,18.1,51.3,21.4,698,28.75,19.9,10.73,140.6,1.4,0.38,19.3,0.15,248633,8.1,3.1,2.2,90.8,1.48,1.21,0.02,20.59,6167,0.27,0.3,2.38,135.9,2.3,36.5,3.76,91.2,36.7,409.2,8.5,7.5,6.775,54.1,36.62,43.39,19.99,10.4
geochem,2007191358,16.05.2008,-21.7339,135.6112,NT,,2007191358001 Fine,lt2493,TOS,70450,2.9,441.9,0.31,4917,0.16,0.05,138.9,17.7,79.6,3.71,37.1,27,360,44552,17.6,0.6,0.08,16519,70.24,7.9,6916,759,0.6,0.23,2070,14.7,25.1,17.2,624,19.51,11.1,15.35,104.7,0.4,0.06,19.3,0.15,308592,12.04,2.3,2.39,78.8,1.17,1.69,0.04,26.11,6179,0.2,0.3,4.36,96.9,1.9,50.9,5.73,71.8,40.6,1400,5.2,6,7.455,16.06,51.12,37.29,11.59,8.7
geochem,2007191359,06.08.2008,-15.8952,136.3195,NT,,2007191359001 Fine,lt2494,TOS,25893,2.2,173.9,0.27,758,0.21,0.02,28.3,4.6,25.1,2.45,10.1,9.54,160,11890,5.5,0.61,0.01,8973,14.6,6.2,1212,163,0.3,0.16,134,9,9,5.1,144,9.4,5.48,3.23,51.8,0.4,0.24,10.2,0.03,409269,3.273,1.1,0.67,18.6,0.7,0.76,0.02,9.43,2895,0.06,0.1,3.7,28,1.4,32.7,4.125,9.4,17.8,1146,3.4,6,5.75,12.86,88.44,7.72,3.84,3.8
geochem,2007191361,29.05.2008,-25.0692,143.0041,QLD,,2007191361001 Fine,lt2495,TOS,46578,3.5,296.1,0.16,4738,0.1,0.01,42.18,13.8,74.7,2,13.6,5.7,160,23234,9.5,0.6,0.01,6317,19.23,1.7,2997,534,0.5,0.37,5357,10.2,16.3,6.2,275,12.64,4.94,4.89,33.1,0.4,0.02,8.3,0.04,365951,4.62,1.1,0.24,144.8,1.36,0.61,0.03,6.83,5981,0.05,0.1,2.1,75.2,1.2,25.8,2.91,41.3,16,846.8,1.7,6,6.956666667,36.13333333,41.69,42.32,15.99,5.7
geochem,2007191362,15.07.2008,-16.5088,136.0431,NT,,2007191362001 Fine,lt2496,TOS,58223,6.5,433.5,0.35,3631,0.1,0.01,62.84,10.3,51.4,5.06,16.5,8.85,380,32501,13.7,0.8,0.01,17648,28.83,2.6,5047,372,0.7,0.38,779,12.1,15.2,7.3,227,18.27,7.49,7.21,92.2,1.7,0.14,9.4,0.09,330802,6.13,3.7,0.75,74.7,1.61,0.97,0.02,12.26,4465,0.07,0.1,2.76,89.4,1.7,35.4,3.88,42.3,13.7,559.5,2.7,5.5,6.775,19.97,42.63,38.9,18.47,9.1
geochem,2007191363,05.04.2008,-29.5292,126.7038,WA,,2007191363001 Fine,lt2497,TOS,57149,4.4,227.6,0.33,59692,0.32,0.14,53.61,8.6,91.3,2.99,19,12.8,180,31529,13.7,0.5,0.03,13481,26.4,5.6,7887,434,1,0.38,905,12.5,24.2,14,432,16.14,10.1,5.87,65.1,0.4,0.19,12.3,0.08,276920,4.26,1.7,1.24,214,1.14,0.8,0.02,15.34,4746,0.11,0.1,2.17,67.6,1.4,29.7,3.55,58.8,30.7,807.7,3,8.5,8.18,62.35,76.13,15.16,8.71,12.9
geochem,2007191364,18.09.2007,-19.8944,140.1552,QLD,,2007191364001 Fine,lt2498,TOS,60367,2.1,431.4,0.41,13536,0.22,0.08,81.4,17.2,59.6,2.49,42,152,340,63645,15.4,0.66,0.01,19366,43.19,13.3,9220,906,0.4,0.28,10876,22.3,25.6,33.2,659,11.27,8.13,9.84,95.9,0.4,0.37,19.3,0.06,309143,9.033,3.2,2.03,82.7,1.74,1.518,0.02,18.97,11896,0.16,0.3,5.44,150.8,2.3,57.1,6.237,58.8,153,960.9,9.7,6.5,6.4,9.71,78.86,16.03,5.11,3.7
geochem,2007191365,22.07.2009,-31.1568,133.4585,SA,,2007191365001 Fine,lt2499,TOS,50882,8.4,311.1,0.24,2845,0.18,0.02,57.89,7,61.7,2.83,13.1,10.9,180,28361,10.6,0.55,0.04,10019,30.4,6.9,1556,240,0.8,0.14,1269,15.2,18.6,6.3,227,16.31,8.93,7.32,72.7,0.4,0.15,12.7,0.21,355556,6.885,1.6,0.87,62.3,1.13,0.993,0.02,13.82,5861,0.09,0.2,2.65,68.9,1.5,41.5,4.59,35.7,24,1398.4,7.2,6.5,7,7.64,87.64,8.82,3.53,7
geochem,2007191366,14.11.2007,-29.8507,115.1536,WA,,2007191366001 Fine,lt2500,TOS,49421,1.8,936.6,0.44,2387,0.15,0.06,119.1,4.3,60.3,1.64,10.8,23.7,100,12477,10,0.51,0.01,30224,60.52,5.3,1091,124,0.5,0.24,1580,28.4,10.8,7.3,284,36.99,15,12.41,112.8,0.4,0.12,12,0.01,346306,8.394,1,0.87,98.9,1.75,1.007,0.02,35.86,8816,0.06,0.1,4.36,42.3,1.6,37.1,4.264,15.4,29,1313,4.9,6.5,5.56,22,90.83,6.06,3.11,8.7
geochem,2007191367,02.04.2008,-37.8301,147.5798,VIC,,2007191367001 Fine,lt2501,TOS,56217,7.3,448.9,0.34,4696,0.32,0.16,86.57,10.4,74.4,7.72,15,11.3,320,25066,14.6,0.6,0.04,17332,45.65,12.3,5445,356,0.6,0.31,4488,17.1,21.1,16.1,812,17.09,13.4,10.11,125,1.4,0.31,11,0.17,327512,7.8,2.7,0.74,70.7,1.36,1.24,0.04,14.87,4770,0.06,0.1,4.52,66.7,2.6,41.3,4.15,75,46.1,571.8,0.8,6,5.87,79.7,49.76,41.25,8.98,10.3
geochem,2007191368,26.07.2008,-18.7487,131.2951,NT,,2007191368001 Fine,lt2502,TOS,76733,4.6,275.3,0.58,1830,0.1,0.01,91.37,11.6,52.4,7.15,18.5,22.6,260,38579,17.8,0.81,0.01,10874,43.95,14.6,1881,349,0.4,0.41,527,14.8,18.5,11.2,467,21.14,13.5,9.76,105.5,1.2,0.47,13.6,0.08,317351,8.187,3.8,2.61,59,1.11,1.263,0.02,20.2,4908,0.23,0.2,3.93,87.4,2.7,42.9,4.438,38.8,34.3,626.2,2.8,7,5.2,83.8,27.39,48.7,23.91,9.1
geochem,2007191369,04.05.2008,-22.6659,115.679,WA,,2007191369001 Fine,lt2503,TOS,66083,9.9,353.8,0.38,9084,0.15,0.09,62.68,24.4,134.3,5.27,46.7,38.9,340,94314,16.8,0.8,0.01,14543,31.81,9.1,11861,883,1.1,0.62,3732,13.2,48.3,41.7,288,18.66,13.6,6.72,91.3,2.7,0.91,17.1,0.12,280604,5.22,2.2,1.1,65.5,1.07,0.9,0.05,11.71,6448,0.16,0.1,2.63,152,1.8,29.6,3.12,84.5,56.7,346,11.5,7.5,7.185,34.75,75.75,17.42,6.83,7.2
geochem,2007191370,25.07.2008,-30.5827,134.797,SA,,2007191370001 Fine,lt2504,TOS,57784,2.8,366.9,0.34,3917,0.18,0.12,53.08,7.7,63.2,2.8,19.7,40.2,180,32641,11.8,0.7,0.01,15548,28.89,16.3,5421,403,0.5,0.36,2107,17.6,21.5,15.3,502,18.8,10.7,6.02,75.9,0.4,0.25,15.6,0.09,345049,4.726,1.8,1.27,90.4,1.09,0.755,0.04,16.12,6664,0.14,0.2,4.75,73.9,1.4,33.1,4.265,69.4,63.8,1585,8.9,8.5,8.1,32.95,84.11,10.04,5.85,5.5
geochem,2007191371,18.09.2007,-12.6668,131.3488,NT,,2007191371001 Fine,lt2505,TOS,105770,5.9,212.5,0.48,2530,0.1,0.05,90.11,18.5,124.6,8.05,17.1,14.1,520,48294,23.1,0.88,0.02,12551,44.29,54.1,7423,325,0.6,0.35,1847,13.9,37.7,22.4,227,25.25,19.5,10.21,126.7,0.4,0.26,17.2,0.12,243997,8.283,2.6,1.83,60.4,0.93,1.118,0.03,17.33,5807,0.15,0.2,5.25,134.5,2.2,36.1,3.392,50.6,37.1,195.7,5.4,5,5.07,548,7.51,64.76,27.74,16.4
geochem,2007191372,16.01.2008,-34.5196,115.9136,WA,2007191445,2007191372001 Fine,lt2506,TOS,91188,4.1,350.8,0.1,3295,0.1,0.05,78.18,7.7,94.5,0.99,22.1,105,100,73689,21.7,0.68,0.01,7031,36.31,20,675,387,2.3,1.35,1135,23.6,33.6,35.4,301,24.14,15.8,8.03,23.3,0.4,0.18,25.4,0.12,233074,6.556,1.1,1.79,78.6,1.39,0.749,0.02,21.24,14881,0.09,0.2,4.65,178.4,1.1,20.5,2.334,26.8,65,1419,9.1,5,6.52,89.2,58.12,28.53,13.35,18
geochem,2007191373,25.06.2008,-34.3348,137.9312,SA,,2007191373001 Fine,lt2507,TOS,71768,7.6,291.6,0.27,32876,0.1,0.12,70.73,11.9,66.7,4.72,19.4,15.1,180,39397,15.4,0.72,0.01,17515,36.61,15.2,8593,426,0.3,0.34,2381,13,25.5,20,458,20.59,14.7,8.1,95,0.4,0.37,13,0.11,248718,6.806,1.7,1.54,90.6,0.86,0.988,0.03,17.12,4639,0.13,0.2,2.14,92.9,1.4,36.7,3.855,47.2,26.9,431.9,3,10,8.37,97.7,49.59,30.48,19.93,18.1
geochem,2007191374,19.10.2007,-34.3601,142.2118,VIC,,2007191374001 Fine,lt2508,TOS,71355,4.9,353.5,0.61,4174,0.1,0.09,79.87,16.4,72.8,4.79,29.5,23.1,220,33529,14.4,0.71,0.01,19831,41.84,10.8,6639,651,0.3,0.18,4073,17,27.6,18.2,327,19.1,11.4,9.92,98.1,0.4,0.28,12.9,0.04,315607,8.488,1.9,1.05,97.7,0.88,1.207,0.03,16.03,6323,0.09,0.2,2.88,90.8,2.3,42.7,4.089,60.5,31.8,495,6.3,9,8.06,141.4,54.05,32.53,13.42,8.2
geochem,2007191375,08.06.2008,-26.8399,144.3107,QLD,,2007191375001 Fine,lt2509,TOS,46525,2.9,313.5,0.19,1901,0.17,0.17,48.72,15.1,77.8,1.82,17.2,11.7,100,22395,9.6,0.58,0.01,5595,22.57,1.9,1761,620,0.3,0.17,2604,12.9,11.9,7.1,336,14.24,6.31,5.52,30.6,0.4,0.15,12.7,0.09,374757,5.056,0.7,0.53,90.4,0.76,0.747,0.02,8.93,6706,0.05,0.2,3.3,80.3,1.9,32.7,3.886,38.9,21.4,1223,1.9,5,5.565,55.35,38.42,44.2,17.37,4.8
geochem,2007191376,19.06.2009,-30.7885,130.4036,SA,,2007191376001 Fine,lt2510,TOS,64305,4.7,255,0.33,76351,0.18,0.1,52.5,9.7,77.6,3.44,25.7,20.5,240,34278,16,0.49,0.02,15697,27.36,10.8,14930,380,0.9,0.05,5676,10.8,25.4,19.3,550,18.57,14.2,6.03,64.6,0.4,0.18,11.1,0.22,215135,5.208,2,1.36,187.3,0.79,0.76,0.02,11.39,4411,0.26,0.2,1.63,60.8,1.2,29.7,2.924,74.9,60.6,479,4.9,9.5,7.64,10310,27.42,39.1,33.48,18.6
geochem,2007191377,04.03.2008,-25.7416,115.1237,WA,,2007191377001 Fine,lt2511,TOS,75875,11.2,570.8,0.38,4009,0.27,0.22,162.6,12.8,102.2,3.18,19.5,19.3,340,41481,18,0.77,0.06,19267,83.18,17.8,5246,558,1,0.71,3546,32.5,30,19.1,532,26.96,9.47,17.62,91.2,0.4,0.3,20.8,0.24,310779,13.51,2.1,1.34,96.7,2.09,1.84,0.05,43.68,8744,0.12,0.2,7.89,122.9,2.7,70.5,8.346,67.3,41.4,2035,8.4,8,7.28,33.1,74.39,19.46,6.15,7.1
geochem,2007191378,16.04.2008,-36.024,146.278,VIC,,2007191378001 Fine,lt2512,TOS,62087,7.8,425.6,0.51,3852,0.12,0.16,165.9,10.6,58.1,7.1,13.4,19.9,340,25612,13.7,0.68,0.02,18760,85.09,18.6,4746,550,0.3,0.24,5868,16.3,19.6,12.9,650,23.84,12.3,18.78,130,0.4,0.31,12.7,0.1,336617,15.49,4,1.47,76.6,1.31,2.053,0.02,39.85,4603,0.2,0.2,9.02,62.7,3.9,78.4,7.844,64.4,45.2,981.7,1.4,5,5.1,61,75.14,20.83,4.03,7.1
geochem,2007191379,30.09.2008,-31.1222,139.563,SA,2007191066,2007191379001 Fine,lt2513,TOS,52914,4.7,395,0.25,103560,0.1,0.24,51.61,11,65.3,3.98,22.1,20.2,360,30375,12.7,0.55,0.05,13307,26.7,17,18138,302,0.3,0.25,7694,8.7,43.4,17.7,441,15.69,9.22,6.02,63.2,0.4,0.34,13,0.1,207750,5.192,1.1,0.81,227.5,0.53,0.69,0.02,11.59,3662,0.09,0.2,2.15,72,1.5,27.8,2.467,55.3,33.3,370.7,7.3,9.5,9.18,2250,41.86,36.88,21.26,19.7
geochem,2007191381,11.11.2009,-33.5949,137.9817,SA,,2007191381001 Fine,lt2514,TOS,49024,6.9,314.4,0.18,127145,0.16,0.1,48.2,9.4,42,3.09,21.2,21.3,280,23584,10.2,0.32,0.04,13871,25.59,12.9,11174,263,0.4,0.04,2552,8.4,21.1,19.9,353,16.35,12.3,5.85,61.8,0.4,0.31,8.2,0.3,190204,5.176,2,0.96,617.1,0.6,0.684,0.04,9.18,3416,0.14,0.1,1.61,61.5,1,26,2.356,47.9,45.9,327.6,2.6,9.5,8.27,214.35,48.47,32.01,19.51,24.1
